"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","7(2)","PLACID LIMITED","Promoter Group","Equity Shares","1220606","39.43",,"1220606","0","Sell","Equity Shares","Nil","0","25-Apr-2026","25-Apr-2026","25-Apr-2026","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","25-Apr-2026 22:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197811_1659050_25042026101017_WEB.xml"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","7(2)","Maharaja Shree Umaid Mills Ltd","Promoter Group","Equity Shares","121275","3.92",,"1220606","0","Buy","Equity Shares","1341881","43.34","25-Apr-2026","25-Apr-2026","25-Apr-2026","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","25-Apr-2026 22:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197811_1659050_25042026101017_WEB.xml"
"SAIFL","Sameera Agro And Infra Limited","7(2)","Satya Murthy Sivalenka","Promoters","Equity Shares","5380000","9.03",,"1601000","15369600","Sell","Equity Shares","3779000","6.34","22-Apr-2026","23-Apr-2026","25-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","25-Apr-2026 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197809_1658955_25042026043253_WEB.xml"
"PARIN","Parin Enterprises Limited","7(2)","P.P. FURNITURE  PRIVATE LIMITED","Promoter Group","Equity Shares","1332250","11.98",,"9000","5630670","Sell","Equity Shares","1323250","11.9","24-Apr-2026","24-Apr-2026","25-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","25-Apr-2026 15:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197807_1658919_25042026032420_WEB.xml"
"MGEL","Mangalam Global Enterprise Limited","7(2)","Vasrsha Biswajit Adhikari","Director","Equity Shares","Nil","0",,"10000","104400","Buy","Equity Shares","10000","0","20-Mar-2026","20-Mar-2026","22-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","24-Apr-2026 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197805_1658560_24042026052820_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Amit Kumar","Employees/Designated Employees","ADR/GDR/FCCB","301829","0",,"301829","59912261","Sell","ADR/GDR/FCCB","Nil","0","22-Apr-2026","22-Apr-2026","23-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","24-Apr-2026 17:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197803_1658529_24042026051342_WEB.xml"
"OMAXE","Omaxe Limited","7(2)","Guild Builders Private Limited","Promoters","Equity Shares","116273971","63.57",,"35257799","352577990","Pledge","Equity Shares","116273971","63.57","20-Apr-2026","20-Apr-2026","22-Apr-2026","Others","-","-","0","0","0","0","NA","-","24-Apr-2026 17:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197801_1658515_24042026050849_WEB.xml"
"PARIN","Parin Enterprises Limited","7(2)","P.P. FURNITURE  PRIVATE LIMITED","Promoter Group","Equity Shares","1354500","12.18",,"14000","8458940","Sell","Equity Shares","1340500","12.05","22-Apr-2026","22-Apr-2026","24-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","24-Apr-2026 16:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197798_1658444_24042026042903_WEB.xml"
"PARIN","Parin Enterprises Limited","7(2)","P.P. FURNITURE  PRIVATE LIMITED","Promoter Group","Equity Shares","1340500","12.05",,"8250","5042730","Sell","Equity Shares","1332250","11.98","23-Apr-2026","23-Apr-2026","24-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","24-Apr-2026 16:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197798_1658444_24042026042903_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Pratik Rokade","Employees/Designated Employees","Equity Shares","11028","0",,"16920","2245284","Buy","Equity Shares","27948","0","20-Apr-2026","20-Apr-2026","22-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","24-Apr-2026 13:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197797_1658223_24042026010925_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Rushank Jain","Employees/Designated Employees","Equity Shares","1528","0",,"16920","2245284","Buy","Equity Shares","18448","0","20-Apr-2026","20-Apr-2026","22-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","24-Apr-2026 13:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197797_1658223_24042026010925_WEB.xml"
