Symbol,Sector
HRHNEXT,OTHER
HSCL,Chemicals
HTMEDIA,Consumer Services
HUBTOWN,Finance
HUDCO,Financial Services
HUHTAMAKI,Process Industries
HVAX,OTHER
HYBRIDFIN,Finance
HYUNDAI,Automobile and Auto Components
IBLFL,OTHER
ICDSLTD,Finance
ICEMAKE,OTHER
ICICIBANK,Financial Services
ICICIGI,Financial Services
ICICIPRULI,Financial Services
ICIL,Textiles
ICRA,Commercial Services
IDBI,Financial Services
IDEA,Telecommunication
IDEAFORGE,Electronic Technology
IDEALTECHO,OTHER
IDENTICAL,OTHER
IDFCFIRSTB,Financial Services
IEML,OTHER
IEX,Financial Services
IFBAGRO,Consumer Non-Durables
IFBIND,Consumer Durables
IFCI,Financial Services
IFGLEXPOR,Producer Manufacturing
IGARASHI,Producer Manufacturing
IGCL,OTHER
IGIL,Services
IGL,Oil Gas & Consumable Fuels
IGPL,OTHER
IIFL,Financial Services
IIFLCAPS,Financial Services
IITL,OTHER
IKIO,OTHER
IKS,Information Technology
IL&FSENGG,OTHER
IL&FSTRANS,Industrial Services
IMAGICAA,Consumer Services
IMFA,Metals & Mining
IMPAL,OTHER
IMPEXFERRO,Non-Energy Minerals
INCREDIBLE,Non-Energy Minerals
INDBANK,OTHER
INDGN,Healthcare
INDHOTEL,Consumer Services
INDIACEM,Construction Materials
INDIAGLYCO,Fast Moving Consumer Goods
INDIAMART,Consumer Services
INDIANB,Financial Services
INDIANCARD,Producer Manufacturing
INDIANHUME,Producer Manufacturing
INDIASHLTR,Financial Services
INDIFRA,OTHER
INDIGO,Services
INDIGOPNTS,Consumer Durables
INDIQUBE,OTHER
INDNIPPON,Producer Manufacturing
INDOAMIN,Process Industries
INDOBORAX,Process Industries
INDOCO,Health Technology
INDOFARM,OTHER
INDORAMA,OTHER
INDOSTAR,OTHER
INDOTECH,Producer Manufacturing
INDOTHAI,Finance
INDOUS,OTHER
INDOWIND,Utilities
INDRAMEDCO,Health Services
INDSWFTLAB,Health Technology
INDTERRAIN,Consumer Non-Durables
INDUSINDBK,Financial Services
INDUSTOWER,Telecommunication
INFIBEAM,Financial Services
INFINIUM,OTHER
INFLUX,OTHER
INFOBEAN,Technology Services
INFOLLION,OTHER
INFOMEDIA,Consumer Services
INFY,Information Technology
INGERRAND,Capital Goods
INM,OTHER
INNOMET,OTHER
INNOVACAP,Healthcare
INNOVANA,Technology Services
INOXGREEN,Power
INOXINDIA,Capital Goods
INOXWIND,Capital Goods
INSECTICID,Process Industries
INSPIRE,OTHER
INSPIRISYS,Technology Services
INTEGRITY,OTHER
INTELLECT,Information Technology
INTENTECH,Technology Services
INTERARCH,OTHER
INTLCONV,Producer Manufacturing
INVENTURE,Finance
IOB,Financial Services
IOC,Oil Gas & Consumable Fuels
IOLCP,OTHER
IONEXCHANG,Utilities
IPCALAB,Healthcare
IPHL,OTHER
IPL,Process Industries
IPSL,OTHER
IRB,Construction
IRCON,Construction
IRCTC,Consumer Services
IREDA,Financial Services
IRFC,Financial Services
IRIS,Technology Services
IRISDOREME,Consumer Non-Durables
IRMENERGY,Energy Minerals
ISFT,Retail Trade
ISGEC,Construction
ISHAN,OTHER
ISHANCH,OTHER
ITALIANE,OTHER
ITC,Fast Moving Consumer Goods
ITCHOTELS,Consumer Services
ITDC,Consumer Services
ITI,Telecommunication
ITTL,OTHER
IVALUE,OTHER
IVC,Finance
IVP,Process Industries
IWARE,OTHER
IXIGO,Consumer Services
IZMO,Technology Services
J&KBANK,Financial Services
JAGRAN,Consumer Services
JAGSNPHARM,Health Technology
JAIBALAJI,Metals & Mining
JAICORPLTD,Process Industries
JAINAM,OTHER
JAINIK,OTHER
JAINREC,OTHER
JAIPURKURT,Consumer Non-Durables
JAKHARIA,OTHER
JALAN,OTHER
JAMNAAUTO,Automobile and Auto Components
JARO,OTHER
JASH,Producer Manufacturing
JAYAGROGN,Process Industries
JAYBARMARU,Distribution Services
JAYBEE,OTHER
JAYESH,OTHER
JAYNECOIND,Producer Manufacturing
JAYSREETEA,OTHER
JBCHEPHARM,Healthcare
JBMA,Automobile and Auto Components
JCHAC,Consumer Durables
JETFREIGHT,Transportation
JETKNIT,OTHER
JEYYAM,OTHER
JFLLIFE,OTHER
JGCHEM,Process Industries
JHS,OTHER
JINDALPHOT,Finance
JINDALPOLY,Process Industries
JINDALSAW,Capital Goods
JINDALSTEL,Metals & Mining
JINDRILL,OTHER
JINDWORLD,Textiles
JIOFIN,Financial Services
JISLDVREQS,Producer Manufacturing
JISLJALEQS,Capital Goods
JITFINFRA,Transportation
JIWANRAM,OTHER
JKCEMENT,Construction Materials
JKIL,Construction
JKIPL,OTHER
JKLAKSHMI,Construction Materials
JKPAPER,Forest Materials
JKTYRE,Automobile and Auto Components
JLHL,OTHER
JMA,OTHER
JMFINANCIL,Financial Services
JNKINDIA,Producer Manufacturing
JOCIL,Process Industries
JPOLYINVST,OTHER
JPPOWER,Power
JSFB,Financial Services
JSL,Metals & Mining
JSLL,OTHER
JSWCEMENT,OTHER
JSWENERGY,Power
JSWHL,Finance
JSWINFRA,Services
JSWSTEEL,Metals & Mining
JTEKTINDIA,Consumer Durables
JTLIND,Non-Energy Minerals
JUBLCPL,OTHER
JUBLFOOD,Consumer Services
JUBLINGREA,Chemicals
JUBLPHARMA,Healthcare
JUNIPER,Consumer Services
JUSTDIAL,Consumer Services
JWL,Capital Goods
JYOTHYLAB,Fast Moving Consumer Goods
JYOTICNC,Capital Goods
JYOTIGLOBL,OTHER
JYOTISTRUC,Utilities
K2INFRA,OTHER
KABRAEXTRU,OTHER
KAJARIACER,Consumer Durables
KAKATCEM,OTHER
KALAMANDIR,Retail Trade
KALANA,OTHER
KALPATARU,OTHER
KALYANI,OTHER
KALYANIFRG,Producer Manufacturing
KALYANKJIL,Consumer Durables
KAMATHOTEL,OTHER
KAMDHENU,Non-Energy Minerals
KAMOPAINTS,Process Industries
KANANIIND,Consumer Durables
KANDARP,OTHER
KANORICHEM,Process Industries
KANPRPLA,Producer Manufacturing
KANSAINER,Process Industries
KAPSTON,OTHER
KARMAENG,Utilities
KARNIKA,OTHER
KARURVYSYA,Financial Services
KATARIA,OTHER
KAUSHALYA,OTHER
KAVDEFENCE,OTHER
KAYA,Consumer Non-Durables
KAYNES,Capital Goods
KAYTEX,OTHER
KCEIL,OTHER
KCK,OTHER
KCP,Producer Manufacturing
KCPSUGIND,OTHER
KDDL,Consumer Durables
KDL,OTHER
KEC,Construction
KECL,Producer Manufacturing
KEEPLEARN,Commercial Services
KEI,Capital Goods
KEL,OTHER
KELLTONTEC,Technology Services
KEN,OTHER
KERNEX,OTHER
KESORAMIND,Non-Energy Minerals
KEYFINSERV,OTHER
KFINTECH,Financial Services
KHADIM,Consumer Non-Durables
KHAICHEM,OTHER
KHAITANLTD,Consumer Durables
KHANDSE,Finance
KHFM,OTHER
KICL,Finance
KILITCH,Health Technology
KIMS,Healthcare
KINGFA,OTHER
KIOCL,Non-Energy Minerals
KIRIINDUS,Process Industries
KIRLOSBROS,Capital Goods
KIRLOSENG,Capital Goods
KIRLOSIND,Non-Energy Minerals
KIRLPNU,Capital Goods
KITEX,Textiles
KKCL,Consumer Non-Durables
KKJEWELS,OTHER
KKVAPOW,OTHER
KLL,OTHER
KMEW,OTHER
KMSUGAR,Process Industries
KNAGRI,OTHER
KNRCON,Construction
KODYTECH,OTHER
KOHINOOR,Process Industries
KOKUYOCMLN,Consumer Durables
KOLTEPATIL,Finance
KONSTELEC,OTHER
KONTOR,OTHER
KOPRAN,Health Technology
KORE,OTHER
KOTAKBANK,Financial Services
KOTARISUG,OTHER
KOTHARIPET,OTHER
KOTHARIPRO,Distribution Services
KOTYARK,OTHER
KPEL,Utilities
KPIGREEN,Power
KPIL,Construction
KPITTECH,Information Technology
KPRMILL,Textiles
KRBL,Fast Moving Consumer Goods
KREBSBIO,OTHER
KRIDHANINF,Non-Energy Minerals
KRISHANA,Process Industries
KRISHCA,OTHER
KRISHIVAL,OTHER
KRISHNADEF,OTHER
KRITI,Producer Manufacturing
KRITIKA,Producer Manufacturing
KRITINUT,Process Industries
KRN,Capital Goods
KRONOX,OTHER
KROSS,OTHER
KRSNAA,Health Services
KRYSTAL,OTHER
KSB,Capital Goods
KSCL,Fast Moving Consumer Goods
KSHITIJPOL,Process Industries
KSL,Capital Goods
KSOLVES,Technology Services
KTKBANK,Financial Services
KUANTUM,Process Industries
LAGNAM,Process Industries
LAKPRE,Producer Manufacturing
LAKSHYA,OTHER
LAL,Consumer Non-Durables
LALPATHLAB,Healthcare
LAMBODHARA,Process Industries
LAMOSAIC,OTHER
LANCORHOL,Finance
LANDMARK,Retail Trade
LAOPALA,Consumer Durables
LASA,Health Technology
LATENTVIEW,Information Technology
LATTEYS,Producer Manufacturing
LAURUSLABS,Healthcare
LAWSIKHO,OTHER
LAXMICOT,Process Industries
LAXMIDENTL,OTHER
LAXMIINDIA,OTHER
LCCINFOTEC,Technology Services
LEMERITE,OTHER
LEMONTREE,Consumer Services
LENSKART,OTHER
LEXUS,Producer Manufacturing
LFIC,OTHER
LGBBROSLTD,OTHER
LGEINDIA,OTHER
LGHL,Consumer Durables
LIBAS,OTHER
LIBERTSHOE,Consumer Non-Durables
LICHSGFIN,Financial Services
LICI,Financial Services
LIKHITHA,OTHER
LINC,Consumer Non-Durables
LINCOLN,Health Technology
LINDEINDIA,Chemicals
LLOYDS,OTHER
LLOYDSENGG,Capital Goods
LLOYDSENT,Metals & Mining
LLOYDSME,Metals & Mining
LMW,Capital Goods
LODHA,Realty
LOKESHMACH,Technology Services
LORDSCHLO,Process Industries
LOTUSDEV,OTHER
LOTUSEYE,OTHER
LOVABLE,Consumer Non-Durables
LOYALTEX,Process Industries
LPDC,Finance
LRRPL,OTHER
LT,Construction
LTF,Financial Services
LTFOODS,Fast Moving Consumer Goods
LTIM,Information Technology
LTTS,Information Technology
LUMAXIND,Producer Manufacturing
LUMAXTECH,Automobile and Auto Components
LUPIN,Healthcare
LUXIND,Textiles
LXCHEM,Chemicals
LYKALABS,Health Technology
LYPSAGEMS,Consumer Durables
M&M,Automobile and Auto Components
M&MFIN,Financial Services
MAANALU,Non-Energy Minerals
MACOBSTECH,OTHER
MACPOWER,Producer Manufacturing
MADHAV,OTHER
MADHAVBAUG,OTHER
MADHUCON,Industrial Services
MADHUSUDAN,OTHER
MADRASFERT,Process Industries
MAGADSUGAR,Process Industries
MAGNUM,Process Industries
MAGSON,OTHER
MAHABANK,Financial Services
MAHAPEXLTD,Finance
MAHASTEEL,Non-Energy Minerals
MAHEPC,OTHER
MAHESHWARI,OTHER
MAHICKRA,OTHER
MAHLIFE,Realty
MAHLOG,Transportation
MAHSCOOTER,Financial Services
MAHSEAMLES,Capital Goods
MAITHANALL,Non-Energy Minerals
MAITREYA,OTHER
MAKS,OTHER
MAL,OTHER
MALLCOM,Consumer Non-Durables
MALUPAPER,Process Industries
MAMATA,OTHER
MANAKALUCO,Non-Energy Minerals
MANAKCOAT,OTHER
MANAKSIA,Non-Energy Minerals
MANAKSTEEL,Non-Energy Minerals
MANALIPETC,OTHER
MANAPPURAM,Financial Services
MANAV,OTHER
MANBA,OTHER
MANCREDIT,Finance
MANDEEP,OTHER
MANGALAM,OTHER
MANGLMCEM,Non-Energy Minerals
MANINDS,Producer Manufacturing
MANINFRA,Construction
MANKIND,Healthcare
MANOMAY,Process Industries
MANORAMA,Fast Moving Consumer Goods
MANORG,Process Industries
MANUGRAPH,Producer Manufacturing
MANYAVAR,Consumer Services
MAPMYINDIA,Information Technology
MARALOVER,Process Industries
MARATHON,Finance
MARCO,OTHER
MARICO,Fast Moving Consumer Goods
MARINE,OTHER
MARINETRAN,OTHER
MARKOLINES,OTHER
MARKSANS,Healthcare
MARUTI,Automobile and Auto Components
MASFIN,Finance
MASKINVEST,OTHER
MASON,OTHER
MASTEK,Information Technology
MASTER,OTHER
MASTERTR,Finance
MATRIMONY,Technology Services
MAWANASUG,Consumer Non-Durables
MAXESTATES,Realty
MAXHEALTH,Healthcare
MAXIND,Health Services
MAXPOSURE,OTHER
MAXVOLT,OTHER
MAYASHEEL,OTHER
MAYURUNIQ,Process Industries
MAZDA,Producer Manufacturing
MAZDOCK,Capital Goods
MBAPL,OTHER
MBEL,OTHER
MBLINFRA,Industrial Services
MCL,Non-Energy Minerals
MCLEODRUSS,Consumer Non-Durables
MCLOUD,Technology Services
MCON,OTHER
MCX,Financial Services
MDL,OTHER
MEDANTA,Healthcare
MEDIASSIST,OTHER
MEDICAMEQ,Health Technology
MEDICO,Health Technology
MEDIORG,OTHER
MEDISTEP,OTHER
MEDPLUS,Consumer Services
MEGAFLEX,OTHER
MEGASOFT,Technology Services
MEGASTAR,Process Industries
MEGATHERM,OTHER
MEIL,OTHER
MENONBE,Producer Manufacturing
MEP,Transportation
METROBRAND,Retail Trade
METROPOLIS,Healthcare
MFML,OTHER
MFSL,Financial Services
MGEL,OTHER
MGL,Oil Gas & Consumable Fuels
MGSL,OTHER
MHHL,OTHER
MHLXMIRU,Process Industries
MHRIL,OTHER
MICEL,Health Technology
MICROPRO,OTHER
MIDHANI,Capital Goods
MIDWESTLTD,OTHER
MIEL,OTHER
MILTON,OTHER
MINDACORP,Automobile and Auto Components
MINDPOOL,OTHER
MINDTECK,Technology Services
MIRCELECTR,Electronic Technology
MIRZAINT,Consumer Non-Durables
MITCON,OTHER
MITTAL,Process Industries
MKPL,Process Industries
MMEL,OTHER
MMFL,OTHER
MMP,Non-Energy Minerals
MMTC,Services
MOBIKWIK,OTHER
MODIRUBBER,Consumer Durables
MODIS,OTHER
MODISONLTD,Industrial Services
MODTHREAD,Process Industries
MOHITIND,Process Industries
MOIL,Metals & Mining
MOKSH,Consumer Durables
MOL,Process Industries
MOLDTECH,Industrial Services
MOLDTKPAC,Producer Manufacturing
MONARCH,OTHER
MONEYBOXX,Finance
MONOLITH,OTHER
MONOPHARMA,OTHER
MONTECARLO,Consumer Non-Durables
MORARJEE,Process Industries
MOREPENLAB,Health Technology
MOS,OTHER
MOSCHIP,Electronic Technology
MOTHERSON,Automobile and Auto Components
MOTILALOFS,Financial Services
MOTISONS,Retail Trade
MOTOGENFIN,OTHER
MOXSH,OTHER
MPEL,OTHER
MPHASIS,Information Technology
MPSLTD,Consumer Services
MPTODAY,OTHER
MRF,Automobile and Auto Components
MRIL,OTHER
MRPL,Oil Gas & Consumable Fuels
MSPL,Non-Energy Minerals
MSTCLTD,Services
MSUMI,Automobile and Auto Components
MTARTECH,Capital Goods
MTEDUCARE,Consumer Services
MTNL,Communications
MUFIN,Finance
MUFTI,Retail Trade
MUKANDLTD,Non-Energy Minerals
MUKKA,Consumer Non-Durables
MUKTAARTS,Technology Services
MUNISH,OTHER
MUNJALAU,Producer Manufacturing
MUNJALSHOW,Producer Manufacturing
MURUDCERA,Producer Manufacturing
MUTHOOTCAP,Finance
MUTHOOTFIN,Financial Services
MUTHOOTMF,Finance
MVGJL,OTHER
MVKAGRO,OTHER
MWL,Non-Energy Minerals
MYMUDRA,OTHER
NACLIND,Process Industries
NAGAFERT,OTHER
NAGREEKCAP,OTHER
NAGREEKEXP,Process Industries
NAHARCAP,OTHER
NAHARINDUS,OTHER
NAHARPOLY,Process Industries
NAHARSPING,Process Industries
NAM-INDIA,Financial Services
NAMAN,OTHER
NAMOEWASTE,OTHER
NARMADA,Process Industries
NATCAPSUQ,Health Technology
NATCOPHARM,Healthcare
NATHBIOGEN,Process Industries
NATIONALUM,Metals & Mining
NAUKRI,Consumer Services
NAVA,Power
NAVINFLUOR,Chemicals
NAVKARCORP,Transportation
NAVKARURB,Non-Energy Minerals
NAVNETEDUL,Producer Manufacturing
NAZARA,Media Entertainment & Publication
NBCC,Construction
NBIFIN,OTHER
NCC,Construction
NCLIND,Non-Energy Minerals
NDGL,OTHER
NDL,Process Industries
NDLVENTURE,Consumer Services
NDRAUTO,Producer Manufacturing
NDTV,Consumer Services
NECCLTD,OTHER
NECLIFE,Health Technology
NEELAM,OTHER
NELCAST,Non-Energy Minerals
NELCO,Electronic Technology
NEOGEN,Chemicals
NEPHROCARE,OTHER
NEPTUNE,OTHER
NESCO,Services
NESTLEIND,Fast Moving Consumer Goods
NETWEB,Information Technology
NETWORK18,Media Entertainment & Publication
NEULANDLAB,Healthcare
NEWGEN,Information Technology
NEWJAISA,OTHER
NEXTMEDIA,Consumer Services
NFL,Chemicals
NGIL,OTHER
NGLFINE,Health Technology
NH,Healthcare
NHPC,Power
NIACL,Financial Services
NIBE,Process Industries
NIBL,Producer Manufacturing
NIDAN,OTHER
NIITLTD,Commercial Services
NIITMTS,Commercial Services
NIKITA,OTHER
NILAINFRA,Industrial Services
NILASPACES,Consumer Durables
NILKAMAL,Consumer Durables
NINSYS,Technology Services
NIPPOBATRY,Producer Manufacturing
NIRAJ,Industrial Services
NIRAJISPAT,OTHER
NIRMAN,OTHER
NITCO,Producer Manufacturing
NITINSPIN,Process Industries
NITIRAJ,Electronic Technology
NIVABUPA,Financial Services
NKIND,Process Industries
NLCINDIA,Power
NMDC,Metals & Mining
NMSTEEL,OTHER
NOCIL,Process Industries
NOIDATOLL,Commercial Services
NORBTEAEXP,Consumer Non-Durables
NORTHARC,OTHER
NOVAAGRI,Process Industries
NPST,OTHER
NRAIL,Process Industries
NRBBEARING,OTHER
NRL,Non-Energy Minerals
NRVANDANA,OTHER
NSIL,Finance
NSLNISP,Metals & Mining
NTPC,Power
NTPCGREEN,Power
NUCLEUS,Technology Services
NURECA,Health Technology
NUVAMA,Financial Services
NUVOCO,Construction Materials
NYKAA,Consumer Services
OAL,Process Industries
OBCL,Transportation
OBEROIRLTY,Realty
OBSCP,OTHER
OCCLLTD,OTHER
ODIGMA,OTHER
OFSS,Information Technology
OIL,Oil Gas & Consumable Fuels
OILCOUNTUB,Industrial Services
OLAELEC,Automobile and Auto Components
OLECTRA,Automobile and Auto Components
OLIL,OTHER
OMAXAUTO,Producer Manufacturing
OMAXE,Finance
OMFREIGHT,OTHER
OMFURN,OTHER
OMINFRAL,Industrial Services
OMKARCHEM,Process Industries
ONDOOR,OTHER
ONELIFECAP,Finance
ONEPOINT,OTHER
ONESOURCE,Healthcare
ONGC,Oil Gas & Consumable Fuels
ONMOBILE,Communications
ONWARDTEC,Technology Services
ONYX,OTHER
OPTIEMUS,Telecommunication
OPTIVALUE,OTHER
ORBTEXP,Process Industries
ORCHASP,Technology Services
ORCHPHARMA,Healthcare
ORIANA,OTHER
ORICONENT,Producer Manufacturing
ORIENTALTL,Non-Energy Minerals
ORIENTBELL,Producer Manufacturing
ORIENTCEM,Construction Materials
ORIENTCER,Non-Energy Minerals
ORIENTELEC,Consumer Durables
ORIENTHOT,Consumer Services
ORIENTLTD,Process Industries
ORIENTPPR,Process Industries
ORIENTTECH,OTHER
ORISSAMINE,OTHER
ORKLAINDIA,OTHER
ORTEL,Consumer Services
ORTINGLOBE,OTHER
OSELDEVICE,OTHER
OSIAHYPER,Retail Trade
OSWALAGRO,Finance
OSWALGREEN,Finance
OSWALPUMPS,Capital Goods
OSWALSEEDS,OTHER
OWAIS,OTHER
PACEDIGITK,OTHER
PAGEIND,Textiles
PAISALO,Finance
PAKKA,Process Industries
PALASHSECU,Consumer Non-Durables
PALREDTEC,Distribution Services
PANACEABIO,Health Technology
PANACHE,Electronic Technology
PANAMAPET,Process Industries
PANSARI,Technology Services
PAR,OTHER
PARACABLES,Producer Manufacturing
PARADEEP,Chemicals
PARAGMILK,Consumer Non-Durables
PARAGON,OTHER
PARAMATRIX,OTHER
PARAMOUNT,OTHER
PARAS,Capital Goods
PARASPETRO,Process Industries
PARIN,OTHER
PARKHOTELS,Consumer Services
PARSVNATH,Finance
PARTH,OTHER
PARTYCRUS,OTHER
PASHUPATI,Process Industries
PASUPTAC,Process Industries
PATANJALI,Fast Moving Consumer Goods
PATELENG,Construction
PATELRMART,OTHER
PATILAUTOM,OTHER
PATINTLOG,Transportation
PATTECH,OTHER
PAVNAIND,Producer Manufacturing
PAYTM,Financial Services
PCBL,Chemicals
PCCL,OTHER
PCJEWELLER,Consumer Durables
PDMJEPAPER,OTHER
PDSL,Consumer Non-Durables
PEARLPOLY,Process Industries
PELATRO,OTHER
PENIND,Non-Energy Minerals
PENINLAND,Finance
PENTAGON,OTHER
PERFECT,OTHER
PERSISTENT,Information Technology
PETRONET,Oil Gas & Consumable Fuels
PFC,Financial Services
PFIZER,Healthcare
PFOCUS,Consumer Services
PFS,OTHER
PGEL,Consumer Durables
PGHH,Fast Moving Consumer Goods
PGHL,OTHER
PGIL,Textiles
PHANTOMFX,OTHER
PHOENIXLTD,Realty
PHOGLOBAL,OTHER
PICCADIL,Process Industries
PIDILITIND,Chemicals
PIGL,OTHER
PIIND,Chemicals
PILANIINVS,OTHER
PILITA,Producer Manufacturing
PINELABS,OTHER
PIONEEREMB,Consumer Non-Durables
PIRAMALFIN,OTHER
PITTIENG,Producer Manufacturing
PIXTRANS,Producer Manufacturing
PKTEA,OTHER
PLADAINFO,OTHER
PLASTIBLEN,Process Industries
PLATIND,Process Industries
PLAZACABLE,Producer Manufacturing
PNB,Financial Services
PNBGILTS,Finance
PNBHOUSING,Financial Services
PNC,OTHER
PNCINFRA,Construction
PNGJL,Consumer Durables
POCL,Non-Energy Minerals
PODDARMENT,Process Industries
POKARNA,Producer Manufacturing
POLICYBZR,Financial Services
POLYCAB,Capital Goods
POLYMED,Healthcare
POLYPLEX,Capital Goods
POLYSIL,OTHER
PONNIERODE,Process Industries
POONAWALLA,Financial Services
POSITRON,OTHER
POWERGRID,Power
POWERINDIA,Capital Goods
POWERMECH,Construction
PPAP,Producer Manufacturing
PPL,Producer Manufacturing
PPLPHARMA,Healthcare
PPSL,OTHER
PRABHA,OTHER
PRAENG,Consumer Durables
PRAJIND,Capital Goods
PRAKASH,Non-Energy Minerals
PRAKASHSTL,Non-Energy Minerals
PRAMARA,OTHER
PRANIK,OTHER
PRATHAM,OTHER
PRAXIS,Retail Trade
PRECAM,Producer Manufacturing
PRECISION,OTHER
PRECOT,Process Industries
PRECWIRE,Producer Manufacturing
PREMEXPLN,Process Industries
PREMIER,Producer Manufacturing
PREMIERENE,Capital Goods
PREMIERPOL,Non-Energy Minerals
PREMIUM,OTHER
PRESSTONIC,OTHER
PRESTIGE,Realty
PRICOLLTD,Automobile and Auto Components
PRIMECAB,OTHER
PRIMESECU,Finance
PRIMO,Process Industries
PRINCEPIPE,Capital Goods
PRITI,Consumer Durables
PRITIKA,OTHER
PRITIKAUTO,OTHER
PRIVISCL,Chemicals
PRIZOR,OTHER
PRLIND,OTHER
PROFX,OTHER
PROLIFE,OTHER
PROPEQUITY,OTHER
PROSTARM,OTHER
PROTEAN,OTHER
PROV,OTHER
PROZONER,Finance
PRSMJOHNSN,Construction Materials
PRUDENT,Financial Services
PRUDMOULI,OTHER
PSB,Finance
PSFL,OTHER
PSPPROJECT,Industrial Services
PSRAJ,OTHER
PTC,Power
PTCIL,Capital Goods
PTL,Finance
PULZ,OTHER
PUNJABCHEM,OTHER
PURPLEUTED,OTHER
PURVA,Realty
PURVFLEXI,OTHER
PUSHPA,OTHER
PVP,Technology Services
PVRINOX,Media Entertainment & Publication
PVSL,Retail Trade
PWL,OTHER
PYRAMID,Producer Manufacturing
QFIL,OTHER
QMSMEDI,OTHER
QPOWER,OTHER
QUADFUTURE,OTHER
QUADPRO,OTHER
QUESS,Services
QUESTLAB,OTHER
QUICKHEAL,OTHER
QUICKTOUCH,OTHER
QVCEL,OTHER
RACE,Process Industries
RACLGEAR,Producer Manufacturing
RADAAN,Consumer Services
RADHIKAJWE,Consumer Durables
RADIANTCMS,OTHER
RADICO,Fast Moving Consumer Goods
RADIOCITY,Consumer Services
RADIOWALLA,OTHER
RAILTEL,Telecommunication
RAIN,Chemicals
RAINBOW,Healthcare
RAJESHEXPO,Consumer Durables
RAJINDLTD,OTHER
RAJMET,Non-Energy Minerals
RAJOOENG,Producer Manufacturing
RAJPUTANA,OTHER
RAJRATAN,Producer Manufacturing
RAJRILTD,Process Industries
RAJSREESUG,OTHER
RAJTV,Consumer Services
RALLIS,Chemicals
RAMANEWS,Process Industries
RAMAPHO,Process Industries
RAMASTEEL,Non-Energy Minerals
RAMCOCEM,Construction Materials
RAMCOIND,Non-Energy Minerals
RAMCOSYS,Technology Services
RAMKY,Industrial Services
RAMRAT,Producer Manufacturing
RANASUG,Process Industries
RANEHOLDIN,Producer Manufacturing
RAPIDFLEET,OTHER
RAPPID,OTHER
RATEGAIN,Information Technology
RATNAMANI,Capital Goods
RATNAVEER,OTHER
RAYMOND,Process Industries
RAYMONDLSL,Textiles
RAYMONDREL,OTHER
RBA,Consumer Services
RBLBANK,Financial Services
RBMINFRA,OTHER
RBS,OTHER
RBZJEWEL,Consumer Durables
RCDL,OTHER
RCF,Chemicals
RCOM,Communications
READYMIX,OTHER
RECLTD,Financial Services
REDINGTON,Services
REDTAPE,Retail Trade
REFEX,Chemicals
REFRACTORY,OTHER
REGAAL,OTHER
REGENCERAM,Producer Manufacturing
RELAXO,Consumer Durables
RELCHEMQ,OTHER
RELIABLE,OTHER
RELIANCE,Oil Gas & Consumable Fuels
RELIGARE,Financial Services
RELINFRA,Power
RELTD,Utilities
REMSONSIND,Producer Manufacturing
REMUS,OTHER
RENUKA,Fast Moving Consumer Goods
REPCOHOME,Finance
REPL,OTHER
REPRO,Commercial Services
RESPONIND,Non-Energy Minerals
RETAIL,OTHER
REXPIPES,OTHER
REXPRO,OTHER
RGL,Consumer Durables
RHETAN,Non-Energy Minerals
RHFL,Finance
RHIM,Capital Goods
RHL,Consumer Services
RICHA,OTHER
RICOAUTO,Producer Manufacturing
RIIL,OTHER
RILINFRA,OTHER
RISHABH,Producer Manufacturing
RITCO,Transportation
RITES,Construction
RITEZONE,OTHER
RKDL,Consumer Non-Durables
RKEC,Industrial Services
RKFORGE,Automobile and Auto Components
RKSWAMY,Commercial Services
RMDRIP,OTHER
RML,Producer Manufacturing
RNBDENIMS,Process Industries
RNFI,OTHER
RNPL,OTHER
ROCKINGDCE,OTHER
ROHLTD,Consumer Services
ROLEXRINGS,Producer Manufacturing
ROLLT,Process Industries
ROLTA,Technology Services
ROML,Process Industries
ROSSARI,Process Industries
ROSSELLIND,Electronic Technology
ROSSTECH,OTHER
ROTO,Producer Manufacturing
ROUTE,Telecommunication
ROXHITECH,OTHER
ROYALARC,OTHER
RPEL,Process Industries
RPGLIFE,Health Technology
RPOWER,Power
RPPINFRA,OTHER
RPPL,Process Industries
RPSGVENT,Finance
RPTECH,Distribution Services
RRKABEL,Capital Goods
RSSOFTWARE,Technology Services
RSWM,Process Industries
RSYSTEMS,Technology Services
RTL,OTHER
RTNINDIA,Consumer Services
RTNPOWER,Power
RUBFILA,Process Industries
RUBICON,OTHER
RUBYMILLS,OTHER
RUCHINFRA,Transportation
RUCHIRA,Process Industries
RULKA,OTHER
RUPA,Consumer Non-Durables
RUSHIL,Non-Energy Minerals
RUSTOMJEE,Finance
RVHL,Consumer Durables
RVNL,Construction
RVTH,OTHER
S&SPOWER,OTHER
SAAKSHI,OTHER
SAATVIKGL,OTHER
SABAR,OTHER
SABEVENTS,OTHER
SABTNL,OTHER
SACHEEROME,OTHER
SADBHAV,Industrial Services
SADBHIN,Industrial Services
SADHAV,OTHER
SADHNANIQ,Process Industries
SAFARI,Consumer Durables
SAFEENTP,OTHER
SAGARDEEP,OTHER
SAGCEM,Non-Energy Minerals
SAGILITY,Information Technology
SAHAJSOLAR,OTHER
SAHANA,OTHER
SAHASRA,OTHER
SAHYADRI,Non-Energy Minerals
SAIFL,OTHER
SAIL,Metals & Mining
SAILIFE,Healthcare
SAJHOTELS,OTHER
SAKAR,OTHER
SAKHTISUG,Process Industries
